image,label_file,class_id,diameter_pixels,real_diameter,unit
流程_36344.jpg,流程_36344.txt,0,71.31,32.41,um
流程_36344.jpg,流程_36344.txt,0,58.39,26.54,um
流程_36344.jpg,流程_36344.txt,0,64.77,29.44,um
流程_36344.jpg,流程_36344.txt,0,65.16,29.62,um
流程_36344.jpg,流程_36344.txt,0,63.13,28.70,um
流程_36344.jpg,流程_36344.txt,0,63.56,28.89,um
流程_36344.jpg,流程_36344.txt,0,60.23,27.38,um
流程_36344.jpg,流程_36344.txt,1,60.85,27.66,um
流程_36344.jpg,流程_36344.txt,0,61.12,27.78,um
流程_36344.jpg,流程_36344.txt,0,64.22,29.19,um
流程_36344.jpg,流程_36344.txt,0,60.01,27.28,um
流程_36344.jpg,流程_36344.txt,0,61.04,27.74,um
